image,CLIPScore,BERTScore_F1,SBERT_Sim,Type
sm_57.jpg,0.331587016582489,0.8655049204826355,0.6750383377075195,Market
sm_58.jpg,0.30028197169303894,0.8708536624908447,0.596720814704895,Market
sm_59.jpg,0.31096774339675903,0.9999998807907104,1.0,Market
sm_6.jpg,0.2977726459503174,0.8659745454788208,0.7097735404968262,Market
sm_60.jpg,0.2957279086112976,0.8577638268470764,0.6037263870239258,Market
sm_61.jpg,0.2943594753742218,0.8625292181968689,0.7207064628601074,Market
sm_62.jpg,0.31363850831985474,0.8776674866676331,0.7722001671791077,Market
sm_63.jpg,0.2863665819168091,0.8751576542854309,0.6620595455169678,Market
sm_64.jpg,0.29645830392837524,0.8601559400558472,0.7196596264839172,Market
sm_65.jpg,0.30662357807159424,0.8642376065254211,0.6349096298217773,Market
sm_66.jpg,0.2796979546546936,0.8517205119132996,0.6269222497940063,Market
sm_67.jpg,0.32409003376960754,0.8610243201255798,0.642092227935791,Market
sm_68.jpg,0.32816752791404724,0.8575026392936707,0.4681578278541565,Market
sm_69.jpg,0.30719706416130066,0.8357083797454834,0.5397403836250305,Market
sm_7.jpg,0.29958873987197876,0.8553723692893982,0.6640148162841797,Market
sm_70.jpg,0.31094110012054443,0.8643730282783508,0.6937378644943237,Market
sm_71.jpg,0.3364994525909424,0.8597930669784546,0.6567307710647583,Market
sm_72.jpg,0.30425894260406494,0.8507187366485596,0.6279319524765015,Market
sm_73.jpg,0.31312617659568787,0.8687698245048523,0.48000556230545044,Market
sm_74.jpg,0.33972153067588806,0.8505085706710815,0.4781839847564697,Market
sm_75.jpg,0.2878831923007965,0.8535768389701843,0.6865257620811462,Market
sm_76.jpg,0.27295923233032227,0.8629280924797058,0.6211128830909729,Market
sm_77.jpg,0.2891668379306793,0.8502952456474304,0.5860068798065186,Market
sm_78.jpg,0.28355172276496887,0.8720920085906982,0.5666383504867554,Market
sm_79.jpg,0.2997448444366455,0.8622794151306152,0.5950217247009277,Market
sm_8.jpg,0.32639211416244507,0.8410685658454895,0.42287638783454895,Market
sm_80.jpg,0.3430984318256378,0.8508342504501343,0.5881619453430176,Market
sm_81.jpg,0.29649287462234497,0.8485243916511536,0.5609502792358398,Market
sm_82.jpg,0.3057202398777008,0.8629180788993835,0.519627571105957,Market
sm_83.jpg,0.296781986951828,0.867012083530426,0.7729740738868713,Market
sm_84.jpg,0.29599565267562866,0.8519896864891052,0.630859911441803,Market
sm_85.jpg,0.30286502838134766,0.8463253974914551,0.6397271752357483,Market
sm_86.jpg,0.3148495852947235,0.8584433197975159,0.6594498157501221,Market
sm_87.jpg,0.2863447070121765,0.8651847839355469,0.6302247047424316,Market
sm_88.jpg,0.3135257065296173,0.8793861865997314,0.7190899848937988,Market
sm_89.jpg,0.3575877845287323,0.8768855333328247,0.7432689666748047,Market
sm_9.jpg,0.3202803134918213,0.858435869216919,0.5237123966217041,Market
sm_90.jpg,0.3531385362148285,0.8619624972343445,0.6943808197975159,Market
sm_91.jpg,0.34213072061538696,0.8511697053909302,0.4483228325843811,Market
sm_92.jpg,0.3451846241950989,0.8449521660804749,0.7017898559570312,Market
sm_93.jpg,0.27710625529289246,0.8576275706291199,0.4916687309741974,Market
sm_94.jpg,0.31152960658073425,0.8578026294708252,0.6688399314880371,Market
sm_95.jpg,0.33980342745780945,0.8746680617332458,0.8381868600845337,Market
sm_96.jpg,0.30328062176704407,0.8623688817024231,0.6551101207733154,Market
sm_97.jpg,0.33188575506210327,0.8611956238746643,0.6501452326774597,Market
sm_98.jpg,0.31709322333335876,0.8635175228118896,0.6675907969474792,Market
sm_99.jpg,0.29202497005462646,0.8653348088264465,0.6982687711715698,Market
