image,CLIPScore,BERTScore_F1,SBERT_Sim,Type
sm_1.jpg,0.37334802746772766,0.8604201078414917,0.504891037940979,Market
sm_10.jpg,0.2577042281627655,0.8520846962928772,0.44392943382263184,Market
sm_100.jpg,0.34221091866493225,0.8606195449829102,0.5739084482192993,Market
sm_11.jpg,0.31029021739959717,0.8672889471054077,0.6281834840774536,Market
sm_12.jpg,0.3358220160007477,0.8657315969467163,0.5535359978675842,Market
sm_13.jpg,0.30976563692092896,0.8563679456710815,0.5969793796539307,Market
sm_14.jpg,0.3299075961112976,0.8656454086303711,0.3556273579597473,Market
sm_15.jpg,0.3244723677635193,0.8617379069328308,0.516072154045105,Market
sm_16.jpg,0.33087632060050964,0.8583588600158691,0.651993989944458,Market
sm_17.jpg,0.3257928490638733,0.8544830083847046,0.4029746651649475,Market
sm_18.jpg,0.35675936937332153,0.8478115200996399,0.45123887062072754,Market
sm_19.jpg,0.3150620758533478,0.8557732701301575,0.5255515575408936,Market
sm_2.jpg,0.30719345808029175,0.8584465980529785,0.6467229127883911,Market
sm_20.jpg,0.3202494978904724,0.8506149649620056,0.4014328122138977,Market
sm_21.jpg,0.3178728222846985,0.8564883470535278,0.5660884380340576,Market
sm_22.jpg,0.35403868556022644,0.854178786277771,0.6632973551750183,Market
sm_23.jpg,0.31176766753196716,0.8599409461021423,0.5760819315910339,Market
sm_24.jpg,0.3340550363063812,0.8571368455886841,0.4712972342967987,Market
sm_25.jpg,0.29191267490386963,0.8537672162055969,0.5083370804786682,Market
sm_26.jpg,0.2913145124912262,0.8515797853469849,0.21414059400558472,Market
sm_27.jpg,0.29255422949790955,0.8478136658668518,0.46230655908584595,Market
sm_28.jpg,0.3326270878314972,0.8419081568717957,0.3174370527267456,Market
sm_29.jpg,0.32451122999191284,0.867433488368988,0.649198591709137,Market
sm_3.jpg,0.331533282995224,0.8535245656967163,0.46819210052490234,Market
sm_30.jpg,0.2908441722393036,0.873473584651947,0.6385056376457214,Market
sm_31.jpg,0.28388237953186035,0.8462601900100708,0.5634781122207642,Market
sm_32.jpg,0.29631417989730835,0.8605639338493347,0.5983331203460693,Market
sm_33.jpg,0.30607131123542786,0.8742210865020752,0.6154971122741699,Market
sm_34.jpg,0.2619384229183197,0.858221709728241,0.47848910093307495,Market
sm_35.jpg,0.3250157833099365,0.8526917099952698,0.7015899419784546,Market
sm_36.jpg,0.34065964818000793,0.8563074469566345,0.6304641366004944,Market
sm_37.jpg,0.3331676125526428,0.8583371639251709,0.6235994100570679,Market
sm_38.jpg,0.3058910667896271,0.853317379951477,0.5869126319885254,Market
sm_39.jpg,0.27563998103141785,0.8586885929107666,0.729277491569519,Market
sm_4.jpg,0.3294302821159363,0.8768185973167419,0.7551856637001038,Market
sm_40.jpg,0.3372967839241028,0.9999999403953552,1.0,Market
sm_41.jpg,0.32838743925094604,0.855618953704834,0.6451407670974731,Market
sm_42.jpg,0.29208874702453613,0.8422451615333557,0.5855258107185364,Market
sm_43.jpg,0.32855597138404846,0.8657545447349548,0.6680669784545898,Market
sm_44.jpg,0.3002290427684784,0.8659874796867371,0.6615978479385376,Market
sm_45.jpg,0.38744452595710754,0.8805001974105835,0.7755024433135986,Market
sm_46.jpg,0.31700557470321655,0.8814778923988342,0.7138869166374207,Market
sm_47.jpg,0.29207843542099,0.8483092188835144,0.4352981448173523,Market
sm_48.jpg,0.2636377513408661,0.8626708388328552,0.6077753305435181,Market
sm_49.jpg,0.35465386509895325,0.8584293723106384,0.596258282661438,Market
sm_5.jpg,0.32638484239578247,0.8516544699668884,0.6060426831245422,Market
sm_50.jpg,0.3501724600791931,0.8621222376823425,0.6590596437454224,Market
sm_51.jpg,0.3013421595096588,0.8783880472183228,0.767577052116394,Market
sm_52.jpg,0.322305828332901,0.8762595653533936,0.5336799621582031,Market
sm_53.jpg,0.3256109952926636,0.9210878014564514,0.7036746144294739,Market
sm_54.jpg,0.2792385220527649,0.8577577471733093,0.46922898292541504,Market
sm_55.jpg,0.3086405396461487,0.8638328313827515,0.6303328275680542,Market
sm_56.jpg,0.3181454539299011,0.8652021288871765,0.7160233855247498,Market
